#{"t_start": 1770576848.9145932, "env_id": "None"}
r,l,t
-3.325284,1,54.614599
-4.894777,1,54.615322
-6.652098,1,54.616078
-3.523601,1,54.616807
100.0,1,54.617513
-6.891068,1,54.618231
-3.853406,1,54.618956
-8.456091,1,54.619673
-4.612001,1,54.62041
100.0,1,54.621092
-2.848401,1,54.62183
-5.155833,1,54.622597
100.0,1,54.623281
100.0,1,54.623958
-6.391069,1,54.624672
100.0,1,54.625344
100.0,1,54.626013
-3.15468,1,54.626743
100.0,1,54.627431
-8.052146,1,54.62816
-2.466622,1,54.628892
100.0,1,54.629579
-4.42175,1,54.630255
-7.783723,1,54.630975
100.0,1,54.63166
-3.044521,1,54.632381
-3.338091,1,54.633114
-2.140869,1,54.633863
100.0,1,54.63455
-3.355431,1,54.635271
100.0,1,54.635943
-2.669479,1,54.636663
-2.222274,1,54.637391
-4.675167,1,54.638135
100.0,1,54.638818
-6.716398,1,54.639545
-2.809652,1,54.640264
-4.925458,1,54.641
100.0,1,54.641689
-7.081161,1,54.642417
100.0,1,54.643124
-2.62487,1,54.643864
-3.353969,1,54.6446
-3.906959,1,54.645318
100.0,1,54.645999
100.0,1,54.64668
100.0,1,54.64737
100.0,1,54.64805
-4.152232,1,54.64878
100.0,1,54.649469
100.0,1,54.650144
100.0,1,54.990655
100.0,1,54.992054
100.0,1,54.993388
-4.697104,1,54.994789
-2.912872,1,54.996214
-4.74564,1,54.997647
100.0,1,54.999027
100.0,1,55.000396
100.0,1,55.001786
-4.400273,1,55.003213
100.0,1,55.004556
-7.649892,1,55.005905
100.0,1,55.007228
-2.657056,1,55.008707
100.0,1,55.010054
-2.237637,1,55.011526
-2.158206,1,55.012699
-3.187566,1,55.013784
-2.233025,1,55.014855
-2.842266,1,55.015994
100.0,1,55.017063
-2.615117,1,55.018209
-6.359569,1,55.019347
100.0,1,55.020405
-3.610993,1,55.021548
100.0,1,55.022628
100.0,1,55.023705
-3.180284,1,55.024843
100.0,1,55.025926
100.0,1,55.026982
-5.185223,1,55.028065
100.0,1,55.029129
-4.054087,1,55.030271
-6.372026,1,55.031323
-6.568119,1,55.03203
-6.415421,1,55.032762
-3.891681,1,55.033479
-4.981306,1,55.034195
100.0,1,55.034882
100.0,1,55.03555
-7.552797,1,55.036309
-6.013379,1,55.037022
100.0,1,55.03769
-3.66992,1,55.038394
-3.17314,1,55.039109
-4.327791,1,55.039828
-3.778121,1,55.040549
-3.844247,1,55.041231
-3.79875,1,55.041987
-7.307748,1,55.042747
-2.466991,1,55.043441
-5.265109,1,55.044176
-5.635783,1,55.044883
-2.568554,1,55.045605
100.0,1,55.046271
-2.669662,1,55.046998
100.0,1,55.047676
-3.4342,1,55.04838
100.0,1,55.04905
100.0,1,55.049718
-2.149185,1,55.050448
-2.655789,1,55.051125
-5.216754,1,55.051842
100.0,1,55.052529
-5.445939,1,55.053207
-5.768165,1,55.053915
100.0,1,55.054613
100.0,1,55.055301
100.0,1,55.055985
-4.126395,1,55.056717
-2.106523,1,55.057426
-2.11901,1,55.058149
-4.379122,1,55.058835
-3.787175,1,55.059562
-3.39344,1,55.060273
-4.200393,1,55.060993
-3.451777,1,55.061737
100.0,1,55.062404
100.0,1,55.063081
100.0,1,55.063769
-3.318839,1,55.064466
100.0,1,55.065152
100.0,1,55.065833
-2.301351,1,55.066593
-4.838292,1,55.067315
-5.075635,1,55.067996
100.0,1,55.068674
100.0,1,55.069335
-7.603786,1,55.070054
-4.610653,1,55.070773
-2.06574,1,55.071502
100.0,1,55.072175
100.0,1,55.072841
100.0,1,55.073523
100.0,1,55.074217
-5.5484,1,55.074933
-6.082171,1,55.075658
100.0,1,55.076338
-6.245705,1,55.077069
100.0,1,55.077751
100.0,1,55.07843
100.0,1,55.079111
-6.303514,1,55.079845
100.0,1,55.080536
-2.648243,1,55.08129
100.0,1,55.081963
100.0,1,55.082646
-2.267247,1,55.083355
-6.603573,1,55.084081
-3.038048,1,55.084796
100.0,1,55.085486
100.0,1,55.086159
-5.423244,1,55.086885
-8.040234,1,55.087591
-10.084603,1,55.088327
100.0,1,55.089005
100.0,1,55.089692
-4.065607,1,55.090391
100.0,1,55.091066
-2.481266,1,55.091781
-3.793464,1,55.092467
-2.914518,1,55.093193
-3.961159,1,55.093879
-4.339915,1,55.094656
100.0,1,55.095342
-4.538319,1,55.096056
-3.586057,1,55.096788
-5.19622,1,55.09746
-4.184019,1,55.098172
100.0,1,55.098862
100.0,1,55.099544
-3.47032,1,55.100223
100.0,1,55.100901
-3.836965,1,55.101638
-3.494477,1,55.102315
-3.157903,1,55.103031
-2.506814,1,55.103763
-3.362903,1,55.104494
-4.428474,1,55.105229
100.0,1,55.105893
100.0,1,55.106556
100.0,1,55.107224
100.0,1,55.107886
-3.869295,1,55.108561
-3.850686,1,55.109286
-6.806372,1,55.109968
-2.647639,1,55.110716
-4.947292,1,55.111523
-2.269194,1,55.112261
-2.006619,1,55.113019
-5.461279,1,55.11375
100.0,1,55.114424
-4.699416,1,55.115137
-5.346631,1,55.115822
100.0,1,55.116519
-4.010246,1,55.117235
-6.703103,1,55.117952
-2.190061,1,55.118637
100.0,1,55.119308
-3.625181,1,55.120033
-3.213646,1,55.120736
100.0,1,55.121417
-6.982695,1,55.12209
100.0,1,55.122753
100.0,1,55.123431
100.0,1,55.124111
100.0,1,55.124786
100.0,1,55.125473
-6.762218,1,55.126196
100.0,1,55.126883
-2.233098,1,55.127603
-4.307225,1,55.128323
-2.251188,1,55.129037
-5.555651,1,55.12977
100.0,1,55.130453
-2.29756,1,55.131176
-2.361661,1,55.131895
-3.791781,1,55.132613
-3.985236,1,55.133324
100.0,1,55.134012
-6.618165,1,55.134741
-2.450041,1,55.135462
-5.535383,1,55.136172
-7.87215,1,55.136858
-6.699853,1,55.13758
100.0,1,55.13825
-3.055153,1,55.138925
100.0,1,55.139621
100.0,1,55.140307
100.0,1,55.14097
100.0,1,55.14164
100.0,1,55.142315
-2.527702,1,55.143055
100.0,1,55.143761
100.0,1,55.144427
-2.928365,1,55.145166
-2.767284,1,55.145898
-3.587265,1,55.14662
-4.493134,1,55.147299
100.0,1,55.147981
100.0,1,55.148664
100.0,1,55.149335
100.0,1,55.150019
-7.116805,1,55.150756
100.0,1,55.151429
100.0,1,55.152123
-6.373169,1,55.152843
-4.834351,1,55.153571
-2.463963,1,55.154268
100.0,1,55.154961
-5.287239,1,55.155703
100.0,1,55.1564
-3.86426,1,55.157123
-2.320683,1,55.15782
-2.51095,1,55.158556
-3.359349,1,55.159294
-6.688806,1,55.160012
-6.278623,1,55.160747
-5.558887,1,55.161435
-2.751205,1,55.162165
-6.38047,1,55.162851
-3.891149,1,55.16357
-5.961172,1,55.164295
-9.129058,1,55.165035
-3.112511,1,55.165781
100.0,1,55.166449
-3.44299,1,55.167206
-8.582404,1,55.167989
-16.758811,1,55.168678
-8.157139,1,55.169425
100.0,1,55.170094
-2.37149,1,55.170821
100.0,1,55.171526
-6.077987,1,55.17225
-4.451587,1,55.172973
-2.222121,1,55.1737
-10.676069,1,55.174373
100.0,1,55.175068
-11.681326,1,55.17575
-3.010106,1,55.176476
100.0,1,55.177145
-2.316731,1,55.177867
100.0,1,55.178557
-2.967654,1,55.179276
-4.422714,1,55.180006
100.0,1,55.180678
-4.797028,1,55.181364
100.0,1,55.182028
-2.530292,1,55.182733
-2.494267,1,55.183455
100.0,1,55.18414
-4.00099,1,55.184825
-3.617667,1,55.185549
100.0,1,55.18623
-2.115334,1,55.186959
-2.382067,1,55.187677
-5.938192,1,55.188391
100.0,1,55.189076
100.0,1,55.189762
100.0,1,55.190423
-7.632937,1,55.191154
-3.417852,1,55.191886
100.0,1,55.192584
-6.414313,1,55.193297
-3.386688,1,55.194021
100.0,1,55.19471
100.0,1,55.195395
100.0,1,55.196086
100.0,1,55.196769
100.0,1,55.197435
-4.011579,1,55.198153
-6.491722,1,55.198873
100.0,1,55.199544
100.0,1,55.200225
-6.653015,1,55.200956
-3.303479,1,55.201642
100.0,1,55.20233
-4.182894,1,55.203034
-6.609808,1,55.203774
-2.883366,1,55.204494
100.0,1,55.205184
100.0,1,55.205866
-2.282385,1,55.206561
-4.007012,1,55.207276
100.0,1,55.207966
-8.845425,1,55.208702
100.0,1,55.209374
100.0,1,55.210061
-2.758722,1,55.210787
-3.231221,1,55.211516
-8.998095,1,55.21221
-3.520044,1,55.212936
-3.501372,1,55.213617
100.0,1,55.214298
-2.655306,1,55.215015
-5.269787,1,55.215741
-6.577981,1,55.216475
100.0,1,55.217153
100.0,1,55.217835
-9.757787,1,55.218519
100.0,1,55.219221
-5.367159,1,55.219899
-2.644604,1,55.220623
-3.68762,1,55.221336
100.0,1,55.22203
-4.477706,1,55.222771
100.0,1,55.223447
-3.364228,1,55.224165
-5.879687,1,55.224889
100.0,1,55.225579
-5.878186,1,55.226295
100.0,1,55.226967
-2.253767,1,55.227692
-9.630336,1,55.22839
-2.431249,1,55.229106
100.0,1,55.229766
100.0,1,55.230448
-2.927356,1,55.231173
-3.054984,1,55.231904
100.0,1,55.232595
100.0,1,55.233284
-6.674108,1,55.234005
-3.505437,1,55.234734
-3.595554,1,55.235425
-2.725154,1,55.236197
100.0,1,55.236862
-6.067035,1,55.237578
100.0,1,55.238253
100.0,1,55.238921
100.0,1,55.239609
-2.983993,1,55.240355
100.0,1,55.241022
-8.593807,1,55.241762
-3.857446,1,55.242481
100.0,1,55.243192
-8.051045,1,55.243906
100.0,1,55.244599
-3.039624,1,55.245348
-2.721139,1,55.246034
-3.983605,1,55.246777
100.0,1,55.247464
100.0,1,55.248141
100.0,1,55.248825
100.0,1,55.249519
100.0,1,55.250189
-2.61545,1,55.250869
100.0,1,55.251541
-2.709574,1,55.252267
100.0,1,55.252945
-3.763375,1,55.253669
-9.865036,1,55.254365
-3.541313,1,55.255084
100.0,1,55.255786
100.0,1,55.256473
100.0,1,55.257154
-6.831538,1,55.257881
-3.048477,1,55.258607
-2.233777,1,55.259322
100.0,1,55.260004
-3.857629,1,55.260782
-2.585799,1,55.261488
100.0,1,55.262168
-4.36568,1,55.262901
100.0,1,55.263581
-2.551799,1,55.264299
100.0,1,55.264989
100.0,1,55.265674
-2.996644,1,55.266369
-5.039576,1,55.267117
100.0,1,55.267787
100.0,1,55.268459
-4.177116,1,55.269177
-2.56137,1,55.269905
-3.217296,1,55.270596
100.0,1,55.271261
-11.242932,1,55.27195
-2.248043,1,55.272673
-8.641183,1,55.273375
-2.913658,1,55.274086
100.0,1,55.274776
100.0,1,55.275455
-10.107356,1,55.276134
-7.567881,1,55.276863
-3.400336,1,55.277554
100.0,1,55.278224
-6.331374,1,55.278934
100.0,1,55.279608
100.0,1,55.280287
-3.729787,1,55.281011
100.0,1,55.28169
100.0,1,55.282364
-2.461112,1,55.283046
-2.434114,1,55.283777
100.0,1,55.284445
-4.430103,1,55.285179
-4.656323,1,55.285911
100.0,1,55.286592
-2.217097,1,55.287307
-2.721324,1,55.288029
-2.062529,1,55.288761
-2.877544,1,55.289438
-2.07312,1,55.290147
100.0,1,55.290829
-2.879947,1,55.291543
100.0,1,55.292226
-3.484322,1,55.292929
-2.64008,1,55.293652
-10.21504,1,55.294365
-2.20774,1,55.295094
100.0,1,55.295767
-3.136164,1,55.296481
100.0,1,55.297163
100.0,1,55.297825
-5.131336,1,55.298501
100.0,1,55.299172
-9.061083,1,55.299843
-2.636101,1,55.300556
-8.088782,1,55.301267
100.0,1,55.301964
100.0,1,55.302639
-2.245433,1,55.303385
100.0,1,55.304071
-11.504491,1,55.304759
-6.814293,1,55.305533
-4.717329,1,55.30625
-11.239056,1,55.307004
-3.065539,1,55.307731
-3.031163,1,55.308438
100.0,1,55.309132
-3.477927,1,55.30987
100.0,1,55.310561
100.0,1,55.311228
-5.327174,1,55.311955
-3.16127,1,55.31265
-2.708179,1,55.31333
-6.496729,1,55.31402
-2.821982,1,55.314738
100.0,1,55.315401
100.0,1,55.316083
100.0,1,55.316758
-11.833157,1,55.317426
100.0,1,55.318093
100.0,1,55.318775
100.0,1,55.319473
100.0,1,55.320157
-3.438673,1,55.320885
-3.718201,1,55.321653
-4.363634,1,55.322403
100.0,1,55.323088
-4.813651,1,55.323803
-7.252665,1,55.324535
-3.687937,1,55.325254
-3.824232,1,55.325991
100.0,1,55.32667
100.0,1,55.327336
100.0,1,55.328005
100.0,1,55.328682
-3.607996,1,55.329396
100.0,1,55.330074
-5.715477,1,55.330787
-3.808281,1,55.331512
-5.693618,1,55.332225
-3.86035,1,55.332944
100.0,1,55.333608
-2.820741,1,55.334301
-3.366612,1,55.334975
-2.583563,1,55.335674
-2.265985,1,55.336345
-2.650738,1,55.33702
100.0,1,55.337706
-2.993781,1,55.338421
-3.104221,1,55.339144
-2.768253,1,55.339887
-2.865584,1,55.340567
-9.29566,1,55.341248
-2.449001,1,55.341981
-12.085571,1,55.342661
-4.209908,1,55.343403
100.0,1,55.344115
100.0,1,55.344807
100.0,1,55.345486
100.0,1,55.34618
100.0,1,55.346879
100.0,1,55.347563
100.0,1,55.348233
-2.101259,1,55.348957
100.0,1,55.349634
-2.708732,1,55.350347
100.0,1,55.351035
-10.012394,1,55.351755
-3.365714,1,55.352478
100.0,1,55.353165
-4.379416,1,55.353891
-4.919502,1,55.354623
-3.59391,1,55.355355
100.0,1,55.356028
-3.685265,1,55.356759
-2.431196,1,55.357546
100.0,1,55.358211
-3.582446,1,55.358889
100.0,1,55.359565
100.0,1,55.360235
-4.910295,1,55.360946
-4.076219,1,55.36167
-4.592573,1,55.362379
-4.102513,1,55.363094
100.0,1,55.363784
-7.957084,1,55.364503
-4.948516,1,55.365227
100.0,1,55.365906
100.0,1,55.36661
-5.656212,1,55.367319
-2.277937,1,55.701248
100.0,1,55.702681
100.0,1,55.70402
100.0,1,55.705359
-3.588425,1,55.706767
-2.188601,1,55.708262
-3.60457,1,55.709695
-4.840409,1,55.71113
-2.611248,1,55.712563
-2.314617,1,55.713987
-2.041953,1,55.715409
-2.314609,1,55.716855
-5.867766,1,55.718286
-5.203083,1,55.719762
-3.953037,1,55.721186
-2.680053,1,55.722542
-5.455704,1,55.72361
-4.607476,1,55.724769
-8.288215,1,55.725995
100.0,1,55.727054
100.0,1,55.728102
-8.240033,1,55.729178
100.0,1,55.730231
100.0,1,55.731287
100.0,1,55.732366
100.0,1,55.733425
-7.849774,1,55.734492
-2.542501,1,55.73557
100.0,1,55.736639
-7.954365,1,55.737711
-2.854118,1,55.738801
100.0,1,55.739884
-2.128451,1,55.741021
-2.306822,1,55.74176
-3.455173,1,55.74252
-3.053626,1,55.74326
-7.594278,1,55.744033
100.0,1,55.744787
-2.473932,1,55.745563
100.0,1,55.746272
100.0,1,55.746991
100.0,1,55.747712
100.0,1,55.748407
-5.446621,1,55.749169
100.0,1,55.749905
-4.805788,1,55.750666
-4.850059,1,55.751421
-3.307725,1,55.752161
-4.08409,1,55.752928
-7.778273,1,55.753668
100.0,1,55.754365
-7.273505,1,55.755125
-4.56011,1,55.755868
-3.396276,1,55.756587
-2.148313,1,55.757309
-5.613215,1,55.75804
100.0,1,55.758731
100.0,1,55.759434
-3.633847,1,55.760208
100.0,1,55.760913
100.0,1,55.761626
100.0,1,55.762318
-6.43742,1,55.763098
-3.81335,1,55.763842
100.0,1,55.764532
-4.773855,1,55.765276
100.0,1,55.765958
100.0,1,55.766653
100.0,1,55.767328
-6.449278,1,55.768126
-2.447833,1,55.768868
-6.578482,1,55.769615
-4.595517,1,55.770341
100.0,1,55.771035
100.0,1,55.771722
-9.8171,1,55.772476
100.0,1,55.773173
-2.375327,1,55.77389
100.0,1,55.774572
-3.422101,1,55.775297
-2.089139,1,55.776037
100.0,1,55.776735
100.0,1,55.777413
100.0,1,55.778101
-2.861107,1,55.778833
100.0,1,55.779518
-4.474667,1,55.780296
100.0,1,55.780989
-3.314725,1,55.781731
100.0,1,55.782434
-2.395252,1,55.783181
100.0,1,55.783873
-5.77949,1,55.784571
-4.77545,1,55.7853
-4.117759,1,55.785996
100.0,1,55.786686
-2.172332,1,55.787412
100.0,1,55.788087
-3.418329,1,55.788831
100.0,1,55.78952
100.0,1,55.790218
100.0,1,55.790899
-2.344256,1,55.791646
100.0,1,55.792328
-2.154874,1,55.793056
100.0,1,55.793782
-3.334393,1,55.794542
100.0,1,55.795232
-2.525118,1,55.795959
100.0,1,55.796651
-3.617821,1,55.79738
100.0,1,55.798071
-4.710619,1,55.798805
-5.905289,1,55.799536
100.0,1,55.800211
100.0,1,55.80091
100.0,1,55.801605
100.0,1,55.802295
-5.169335,1,55.803036
-7.545878,1,55.803786
-4.135151,1,55.804523
-4.61817,1,55.805259
100.0,1,55.805948
-7.292674,1,55.80667
-3.676972,1,55.80741
100.0,1,55.808096
100.0,1,55.808774
100.0,1,55.809461
-9.945666,1,55.810216
-2.495312,1,55.810952
-12.061782,1,55.811652
-3.363939,1,55.812375
-2.545132,1,55.813089
-2.535752,1,55.813816
-3.018099,1,55.814528
-2.123979,1,55.815257
-3.460438,1,55.815984
-7.751912,1,55.816675
100.0,1,55.817371
-3.479287,1,55.818121
-2.889477,1,55.818915
100.0,1,55.819607
100.0,1,55.820294
-6.662409,1,55.821042
100.0,1,55.821744
-4.884139,1,55.82249
100.0,1,55.823183
100.0,1,55.82386
100.0,1,55.824551
100.0,1,55.825247
-3.675602,1,55.825984
100.0,1,55.826664
100.0,1,55.827364
100.0,1,55.828053
100.0,1,55.828734
-2.032902,1,55.829429
-9.256624,1,55.830169
-8.461503,1,55.830865
-2.204546,1,55.831607
-5.098139,1,55.832335
-11.681515,1,55.833095
100.0,1,55.833801
-2.436277,1,55.834546
-3.809323,1,55.835266
100.0,1,55.835964
-4.120841,1,55.83669
-4.211315,1,55.837393
-2.887919,1,55.838134
-4.074054,1,55.838835
-2.607208,1,55.839581
-2.540606,1,55.840267
100.0,1,55.840963
-3.800546,1,55.841702
-5.92275,1,55.842457
100.0,1,55.843135
100.0,1,55.843826
100.0,1,55.844533
-3.327796,1,55.845283
-3.411434,1,55.846013
-2.092645,1,55.846753
-3.582969,1,55.847454
-4.010505,1,55.848199
100.0,1,55.848885
100.0,1,55.849581
100.0,1,55.850254
100.0,1,55.850936
-6.414273,1,55.851663
-3.013674,1,55.852392
-5.696875,1,55.853119
-3.624758,1,55.853853
100.0,1,55.854536
100.0,1,55.855217
-3.138671,1,55.855905
-2.371076,1,55.856628
100.0,1,55.857309
-2.461167,1,55.858014
100.0,1,55.858722
-5.059865,1,55.859464
-5.242683,1,55.860205
100.0,1,55.860901
100.0,1,55.8616
-7.905624,1,55.862288
-5.712771,1,55.863019
-2.179885,1,55.863773
100.0,1,55.864466
-3.358189,1,55.865223
-2.56926,1,55.865965
100.0,1,55.866661
100.0,1,55.867336
-2.344245,1,55.868023
-2.114029,1,55.868764
-3.995939,1,55.869457
100.0,1,55.871447
100.0,1,55.872523
100.0,1,55.873232
100.0,1,55.873958
100.0,1,55.874662
100.0,1,55.875362
-5.594958,1,55.876128
100.0,1,55.87685
-7.02167,1,55.877589
-4.024563,1,55.878334
-6.163715,1,55.879045
100.0,1,55.87977
100.0,1,55.880482
100.0,1,55.881196
100.0,1,55.881924
100.0,1,55.882639
-3.064534,1,55.883401
100.0,1,55.884114
-4.332079,1,55.884853
-5.752189,1,55.885619
100.0,1,55.886317
-3.676431,1,55.887114
100.0,1,55.887842
-3.321887,1,55.888599
100.0,1,55.889302
100.0,1,55.89001
-3.551993,1,55.890775
100.0,1,55.89149
100.0,1,55.892189
100.0,1,55.892893
100.0,1,55.893598
100.0,1,55.894306
100.0,1,55.895011
-2.400552,1,55.895764
-3.886266,1,55.896521
100.0,1,55.897207
-2.092898,1,55.897965
-2.16996,1,55.898679
-9.04107,1,55.89944
100.0,1,55.900153
100.0,1,55.900877
100.0,1,55.901585
-8.037383,1,55.902363
-2.994382,1,55.903138
100.0,1,55.903839
100.0,1,55.904556
-2.735665,1,55.905308
-3.520101,1,55.90606
100.0,1,55.906775
100.0,1,55.907483
100.0,1,55.908183
100.0,1,55.908891
-3.598373,1,55.909596
-3.737744,1,55.910332
-2.938014,1,55.911078
-7.879161,1,55.91181
-4.696689,1,55.912569
-2.292982,1,55.91331
-4.759938,1,55.914026
-2.934277,1,55.914746
-2.982707,1,55.91549
100.0,1,55.916188
100.0,1,55.916907
100.0,1,55.917638
100.0,1,55.918335
-5.07016,1,55.919118
100.0,1,55.919842
100.0,1,55.920546
-2.511956,1,55.921302
-7.846206,1,55.922094
-3.685909,1,55.922803
-3.213954,1,55.923561
-2.423958,1,55.924312
-2.071095,1,55.925061
-13.082353,1,55.925772
-8.936792,1,55.92652
-9.050129,1,55.92727
100.0,1,55.927982
100.0,1,55.928684
100.0,1,55.929381
-6.479465,1,55.930159
-7.788435,1,55.930871
-2.574824,1,55.931642
-3.904221,1,55.932398
100.0,1,55.933094
100.0,1,55.933806
-2.714346,1,55.934556
-7.116228,1,55.935297
100.0,1,55.936002
100.0,1,55.936724
-2.460188,1,55.937479
-6.129414,1,55.938231
100.0,1,55.93895
-4.452979,1,55.939687
100.0,1,55.940385
100.0,1,55.941105
-3.220279,1,55.94185
-3.904879,1,55.942602
100.0,1,55.94332
-3.78821,1,55.944084
-3.348757,1,55.944804
100.0,1,55.945503
-12.163815,1,55.946282
-4.859847,1,55.947028
-2.661075,1,55.947796
-2.278342,1,55.948559
-2.123645,1,55.949317
100.0,1,55.950038
-2.084893,1,55.950805
-2.189048,1,55.951575
-3.939528,1,55.952333
100.0,1,55.95305
100.0,1,55.953762
-3.607564,1,55.954532
100.0,1,55.955236
-6.492172,1,55.955991
-3.045895,1,55.956754
-7.372082,1,55.957505
-4.440558,1,55.958248
-4.274678,1,55.958993
100.0,1,55.959696
100.0,1,55.960412
-4.220884,1,55.961141
-4.038,1,55.961893
-2.277369,1,55.962631
100.0,1,55.963347
100.0,1,55.964039
100.0,1,55.964753
-6.628372,1,55.965538
100.0,1,55.966235
-7.623869,1,55.966987
100.0,1,55.967693
-6.393756,1,55.968439
100.0,1,55.969166
-2.643353,1,55.969925
-4.125725,1,55.970685
100.0,1,55.9714
100.0,1,55.972104
-4.030715,1,55.972854
-2.393397,1,55.973606
100.0,1,55.974304
-4.663554,1,55.975062
100.0,1,55.975761
100.0,1,55.976466
100.0,1,55.977165
100.0,1,55.977877
100.0,1,55.9786
100.0,1,55.979308
100.0,1,55.98001
-2.910745,1,55.98077
-5.409732,1,55.981549
100.0,1,55.982264
-3.415064,1,55.98304
-3.603591,1,55.983796
100.0,1,55.984517
100.0,1,55.985215
100.0,1,55.985929
-5.067198,1,55.986695
-3.453686,1,55.987448
-6.450853,1,55.988163
-6.017433,1,55.988891
-3.447165,1,55.989601
100.0,1,55.990312
-4.289039,1,55.991074
100.0,1,55.991774
100.0,1,55.992469
100.0,1,55.993193
100.0,1,55.993896
100.0,1,55.994614
-7.437551,1,55.995368
100.0,1,55.996067
-3.194878,1,55.996814
100.0,1,55.997521
-5.109289,1,55.998227
100.0,1,55.998922
100.0,1,55.999623
100.0,1,56.000335
-2.986994,1,56.001096
100.0,1,56.001795
100.0,1,56.002521
-6.851387,1,56.003235
-2.288239,1,56.003944
-10.032856,1,56.004672
100.0,1,56.005373
-4.892148,1,56.006116
100.0,1,56.006844
100.0,1,56.00755
-4.069861,1,56.008256
100.0,1,56.008955
100.0,1,56.009665
100.0,1,56.010366
100.0,1,56.011069
-8.62212,1,56.011853
100.0,1,56.012568
100.0,1,56.01326
-2.630136,1,56.014
-2.750087,1,56.014764
-2.270074,1,56.015519
-2.643509,1,56.016284
-2.085227,1,56.017047
-5.082479,1,56.017788
100.0,1,56.018501
-5.972567,1,56.019272
100.0,1,56.019971
-6.228502,1,56.020743
100.0,1,56.021454
-9.004745,1,56.022213
-2.259801,1,56.022972
-3.753647,1,56.023728
100.0,1,56.024418
100.0,1,56.02512
100.0,1,56.025823
100.0,1,56.026528
100.0,1,56.027239
100.0,1,56.02793
-4.255182,1,56.028687
100.0,1,56.029376
-2.283464,1,56.030139
100.0,1,56.03085
-9.191642,1,56.031591
-5.563589,1,56.032302
100.0,1,56.033027
100.0,1,56.033737
100.0,1,56.034452
-3.910714,1,56.035201
-8.254397,1,56.035979
100.0,1,56.036681
-3.99452,1,56.037448
100.0,1,56.038163
-2.797509,1,56.038887
100.0,1,56.039602
-3.606921,1,56.040357
-3.165443,1,56.041139
-5.631181,1,56.041899
-4.771253,1,56.042651
-5.01328,1,56.043411
100.0,1,56.044132
-2.208134,1,56.044917
-2.564229,1,56.045677
-6.086085,1,56.046441
-7.903685,1,56.04723
100.0,1,56.047953
100.0,1,56.048653
-2.815197,1,56.049428
100.0,1,56.05013
100.0,1,56.050848
-3.24329,1,56.05164
-2.529682,1,56.052414
-3.646222,1,56.053182
-2.079638,1,56.053895
-4.583863,1,56.054603
100.0,1,56.055318
100.0,1,56.056024
-4.247332,1,56.056794
-5.447736,1,56.057559
100.0,1,56.058276
-3.05874,1,56.059051
-3.840978,1,56.05985
100.0,1,56.06057
100.0,1,56.061275
100.0,1,56.06198
-2.144243,1,56.062764
100.0,1,56.063478
-3.570101,1,56.064227
-3.514648,1,56.064984
100.0,1,56.065697
100.0,1,56.066392
-4.375277,1,56.067143
-5.039306,1,56.067902
-4.533902,1,56.068657
-5.663048,1,56.069362
-9.954757,1,56.07014
-2.022784,1,56.070898
100.0,1,56.071609
-2.269943,1,56.072365
100.0,1,56.073067
-5.892708,1,56.073816
-5.264847,1,56.074563
100.0,1,56.075273
-5.709627,1,56.076021
-3.12136,1,56.076783
-2.839034,1,56.077539
-3.898603,1,56.078265
-6.203334,1,56.07904
-5.258071,1,56.079749
100.0,1,56.080434
100.0,1,56.081151
100.0,1,56.081865
100.0,1,56.082566
-2.453303,1,56.083314
100.0,1,56.084021
100.0,1,56.084744
-6.168686,1,56.085472
-4.473811,1,56.086235
-7.46153,1,56.087
100.0,1,56.087704
-7.184887,1,56.088456
100.0,1,56.089172
-2.565863,1,56.089921
100.0,1,56.090625
100.0,1,56.441041
100.0,1,56.442423
100.0,1,56.443804
100.0,1,56.445178
100.0,1,56.446539
-2.148144,1,56.448009
-3.408333,1,56.449484
100.0,1,56.450862
100.0,1,56.452196
-5.41696,1,56.45375
100.0,1,56.455104
100.0,1,56.456465
-3.681384,1,56.457911
100.0,1,56.459239
-3.464498,1,56.460682
-3.373474,1,56.462104
-2.165101,1,56.463396
-3.319894,1,56.464529
100.0,1,56.465598
-2.437294,1,56.466717
100.0,1,56.46781
100.0,1,56.468862
100.0,1,56.469953
-5.848586,1,56.471085
100.0,1,56.472142
-2.539387,1,56.473265
100.0,1,56.474321
100.0,1,56.475411
-4.273487,1,56.47662
-2.939637,1,56.477792
-7.704723,1,56.47892
-2.58973,1,56.480065
-4.981795,1,56.481207
-2.225527,1,56.482355
100.0,1,56.483366
-9.254938,1,56.484066
-3.959542,1,56.484812
-6.171363,1,56.485559
100.0,1,56.486248
-6.596702,1,56.486994
-6.962565,1,56.487698
100.0,1,56.4884
100.0,1,56.489094
100.0,1,56.48979
100.0,1,56.490471
-2.65972,1,56.491212
-2.865752,1,56.491961
100.0,1,56.492659
-3.147415,1,56.49341
-2.174677,1,56.494173
100.0,1,56.494864
-3.147733,1,56.49561
-4.599123,1,56.496357
-5.930399,1,56.497103
100.0,1,56.497822
-3.837555,1,56.498577
-5.933531,1,56.499328
-17.33927,1,56.500038
-2.706244,1,56.500783
-2.751133,1,56.501524
-2.525582,1,56.502253
100.0,1,56.502946
100.0,1,56.50366
-9.712038,1,56.504358
100.0,1,56.505056
-8.849529,1,56.505759
100.0,1,56.50645
100.0,1,56.507167
-2.053235,1,56.507926
100.0,1,56.508631
100.0,1,56.509322
-8.035523,1,56.51006
100.0,1,56.510774
-2.470289,1,56.511511
